1.Reference_Azerbaijani_Text	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
Bildiyimiz kimi, Dunlapın bu günə qədər saxlanılmış 25 posteri, sənədin əlimizə çatmış ən köhnə nüsxələridir. Orijinal əl yazısı olan nüsxə isə mövcud deyil.	 Bildinmiş kimi Dunlapın bu günə qədər saklanılmış 25 posteri sənədin əlimizdə satmış ən köyünə nüsqəsidir. Orijinal aliyasının olan nüsqə isə mövcud deyil.	The 25 Dunlap broadsides still known to exist are the oldest surviving copies of the document. The original handwritten copy has not survived.	As you know, Dunlap's 25 posters that have been kept to date are the most widely sold copies of the document we have, and the original copy of the footage is not available.
İlk olaraq at sürənlərin əksəriyyəti dabanlı və altı hamar, kifayət qədər ensiz uzunboğaz çəkmə geyinirlər.	 İlk olara qaç sülənlərin əksəriyyəti dəbalının və altı hama arıq ki, vaqədəri insiz uzun muhaç çəkmə gəynirlər.	First, most riders wear riding boots with a heel and a smooth, quite narrow, sole.	Most of the first-born are of the six-horned bears, who wear long crosses without a pair.
"Mübahisə, Katrina Qasırğasından sonra dəstək və yenidənqurma işlərinə sərf olunan xərclərlə əlaqəli, hətta bəzi maliyyəçi mühafizəkarların yumoristik bir şəkildə ""Buşun Nyu-Orlean Sazişi"" adlandırdıqları müzakirələrlə daha da qızışdı."	 Mübəlisə Katriina qasırqasından sonra dəstək və yenidinin qurumu işlərinin sərf olunan xərizlərə əlaqələ, hətta bəzi maliyyəti mühafizəkərlərin humoristik bir şəkildə bu şun New Orleans-saz işi adlandırdığıqları müzakirələrlə daha da qızışlı.	"The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal."""	The church has been linked to the cost of support and reconstruction work after Hurricane Katrina, and even some of the cost is even heated up by the debate that conservatives humorfully call this the New Orleans-style work.
ABŞ Gimnastika Qrumu Birləşmiş Ştatların Olimpiya Komitəsinin məktubunu dəstəkləyir və bütün idmançılarımız üçün təhlükəsiz bir atmosfer yaratmaq məqsədilə, Olimpiya ailəsinin ehtiyaclarını tamamilə qarşılayacağını təsdiqləyir.	 ABUŞ GİMNASİSKƏ GURUMU BİRLƏŞMİŞLATLARIN ALIMPE KAMİTƏSİNİM MəQTUBUNU DƏSTƏLİYİR Və Bütün idmançlarımız üçün təliqəsiz birzə atmosferi yaratmaq məqsədi ilə ALIMPE Ailəsinin e-itiyazlarını tamamilə qarşılayacağını təstikləyir.	USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.	The ALIMPE Committee of the United Gymnastics Team has approved the purpose of the ALIMPE Committee and has established that the ALIMPE Family will fully accept e-tickets with the aim of creating an unbiased unified atmosphere for all our athletes.
Bundan əlavə, Cənubi Afrikadakı seçilmiş parklara, yaxud da Cənubi Afrikanın bütün Milli Parklarına giriş təmin edən Wild Card almaq da faydalı ola bilər.	 Bundan əlav və canıbı Afrikadakı seçilmiş parklara, yaxud da canıbı Afrikanın bütün milli parklarını giriş təmlidən, wildcard almak da faydalı olabilər.	It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.	Additionally, it may be useful to get a wildcard from the entrance fee to selected parks in Africa or all the national parks in Africa.
Tərs dəniz cərəyanları, adətən dənizin qayalıq bölgəsində və ya buna bənzər yerlərdə sahildən qopan dalğaların geri dönən axınıdır.	 Təs dəniz cərəyanlara adətən dənizin qayalıq bölgəsində və ya bunun bənzər yerlərdə sahildən kopan dalqaların geri dünən ahılıdır.	Rip currents are the returning flow from waves breaking off the beach, often at a reef or similar.	The sea is usually a backdrop to the currents of the waves that have been washed off the shore in the rocky region of the sea or similar places.
Universitet tədqiqatçılarının dediklərinə görə, hər iki komponent bir-biri ilə reaksiyaya girərək böyrəklərin funksiyasını itirməsinə səbəb ola bilən kristallar yaradır.	 Üniversitə tədqiqaqçılarının dediklərinə görə, hər iki kampaniyyət bir-biri ilə reaksiyaya girərək böyruqlərin funksiyasını itirməsinə səvəb olabilən kristallar yaradır.	The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.	According to researchers at the university, both campaigns react with each other to create crystals that can cause the growths to lose function.
Nəticədə iki balıq növünün nəsli tükəndi və qozbel enlibaş balıq da daxil olmaqla digər iki balıq növü də təhlükə altındadır.	 Nəticədə iki balıq növün nəsli tükəndi və qozbəl elli baş balıqda daxıl olmaqla diqər iki balıq növünə təhlükə altındadır.	As a result, two fish species have become extinct, and two others have become endangered, including the humpback chub.	As a result, the two species of fish are extinct, and two other species, including the fifty-headed goose, are threatened.
Yuxarı baxan zaman aydın və gözəl səmadan və onu əhatə edən dağlardan başqa heç nə görmək olmur. Dünyanı bu mağaranın içindən hiss edə bilmək çox çətindir.	 Yoxarı baxan zamanaydan və gözəl səmadan və onu əhat edən daqlardan başqa hiç nə görmək olmur. Dünyanı bu mağaran içinde hissədə bilmək çox çətindir.	Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.	And there is nothing to see except the sky and the beautiful sky and the mountains that surround it, and it is hard to know the world in this cave.
Səhnələr ehramlarda göstərilir, digər ehramlar isə işıqlandırılır.	 Səhnələr ehramlarda göstərilər, digər ehramlar isə işəllandırılır.	The scenes are displayed on the pyramids and the different pyramids are lit up.	The scenes are shown in the pyramids, while the other pyramids are lit.
Dinozavrın tüklərində yaxşı inkişaf etmiş mərkəzdən keçən oxun olmaması, lakin tikan və tükcüklər kimi digər xüsusiyyətlərin olması səbəbindən tədqiqatçılar mərkəzi oxun bu kimi digər xüsusiyyətlərin sonrakı təkamül inkişafının nəticəsi olduğu qənaətinə gəldilər.	 Dinazavrın tüqlərində yaxşı inkişəp etmiş mərkəzdən keçət okun olmaması, lakin tikəl və tüqçüklər kimi digərqüsusiyyətlərin olması səbəbində tədqiqatçılar mərkəzisi okun bu kimi digərqüsusiyyətlərin sonraki təkamil inkişafının nətsəyəsi olduğunu qənayetində gəlirlər.	Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.	The lack of a well-developed transitional arrow in the dinosaur's fins, but other anomalies such as the spider and the splints, led the researchers to conclude that other anomalies such as the central arrow were the catalyst for further evolution.
Yaponiyanın nüvə agentliyi zavodda radioaktiv sezium və yod aşkarlandığı barədə məlumat yaydı.	 Yaponianın növ agənttiyi zavutlar radyakcə və seziyum və yodaşkərlandığı barədə məlumat yaydı.	According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.	Japan's species agent has reportedly been radiated by sediments and sediment and sedimentation.
Bu xidmət, səyahət gəmiləri və uzaqdan internet bağlantısına və ya səsə ehtiyacları olan kəşfiyyat səyahətləri daxil olmaqla, dəniz nəqliyyatı tərəfindən çox tez-tez istifadə olunur.	 Bu xilmət, səhət qəmləri və uzakdan internet baqlandısına və ya səsək diyazları olan kəşfiə səhətləri daxil olmaqla dəniz nəviyatı tərəfindən çox testəz istifadə olunur.	The service is frequently used by shipping, including pleasure craft, as well as expeditions who have remote data and voice needs.	It is widely used by naval shipping, including the shield, the shore mourning, and remote Internet viewing, or the exploration scenes with noisy diazes.
Bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaradır.	 Bu tapındığı həm də Quşlələklərinin təkamul haqqında təsəbür yeradır.	The find also grants insight into the evolution of feathers in birds.	It is also a place of worship for the evolution of birds.
Ulduzun maqnit sahəsinin inversiyası baxımından aktivliyi Rossby nömrəsindən asılıdır. Rossby nömrəsi nə qədər kiçik olarsa, aktivlik bir o qədər az olacaq.	 Ulduzun magnet sahasinin inversiyası baxımından aktivliyi Rojbün ömrəsindən aslıdır. Rojbün ömrəsi nə qədər keçik olarsa aktivlik bir o qədər az olacaq.	The smaller the Rossby number, the less active the star with respect to magnetic reversals.	The activity of the star in terms of magnetic field inversion depends on the life of the star, which will be less active the later the life of the star.
"Hər şeyi nəzərə aldığımız zaman, babalarımız ""zülal problemini"" bu gün savannadakı şimpanzelər kimi həll edirmişsə, buna təəccüblənməməliyik."	 Hər şeyi nəzər aldığımız zaman babalarımız züval problemini bugün savanda da keşin panzələr kimi həll edirmişsə buna təvcublənməmələyik.	"All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today."	Considering everything, if our fathers were solving the problem of the sword like the sword and the sauna today, we should not be tempted to do so.
Bu, Alp üsulu dağ xizəyi turnirləri və ya alpinizmlə əlaqəli olsa da, ümumilikdə onları əhatə etmir, çünki alpinizm sərt qayalıqlarda olan və daha sərt xizək və qar çəkmələri tələb edən bir idman növüdür.	 Bu alp-i suluqda xizəyi tunlulərə və ya alpinizmlə əlaq gəli olsa da ümumlikdə unuları əhatə etmir. Çünki alpinizm sert qayalıqlarda olan və daha sert xizək və qarm çəkmələrə tərəb edən bir idman növüdür.	It is related to but usually not involving alpine style ski touring or mountaineering, the latter ones done in steep terrain and requiring much stiffer skis and boots.	Although this alpine is associated with water skiing tunnels or alpinism, it does not generally include flour, as alpinism is a sport that occurs on hard rocks and favors harder skiing and snowboarding.
1920-ci illərdə bir çox vətəndaşların və xalqların əsas münasibəti pasifizm və təcrid olunmadan ibarət idi.	 1920-ci illərdə bir çox vətəndaşların vəxalqların əsas münasbəti pasifizm və təcid olunmadan ibarəti idi.	During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.	In the 1920s, the main attitude of many citizens and peoples was pacifism and nonviolence.
Peyk kosmosa roketlə göndərildi. Yer planetinin atmosferi işıq və görüntünü qismən pozduğuna görə, alimlər kosmosda teleskopdan istifadə edirlər.	 Peyk kosmosa rakətlə göndərildi. Yer planetinin atmosferi Işıq və görüntünük ismən pozduğuna görə alimlər kosmosda teleskoptan istuad edirlər.	The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.	The satellite was launched by a rocket into space, and scientists are studying it from a space telescope because the Earth's atmosphere is violating the light and image names.
"15 avqust, 1940-cı ildə Müttəfiqlər cənubi Fransanı işğal etdilər, işğal planının adı ""Draqun Əməliyyatı"" idi."	 15 avqus 1940-ci ildə mütəfəqlər cərəbı Fransiyana işxal etməkdir. İşxal planın adı Traxun əməliyyatı idi.	"On 15 August 1940, the Allies invaded southern France, the invasion was called ""Operation Dragoon""."	On 15 August 1940, the negotiators occupied the Serbian port of France, the occupation plan was called Operation Trach.
Yəqin ki, uzaq adalarda kredit kartları qəbul edilməyəcək, amma İngiltərə və ABŞ valyutaları qəbul edilə bilər, getdiyiniz ölkədə hansı ödəniş sistemindən istifadə edildiyini əvvəldən sahibkarlarla dəqiqləşdirin.	 Yəgin ki, uzaqadalarda krizid kartları qəbul edilməyəcəy, amma İngiltəri və abuş valyut olaraq qəbul edilə bilər. Gəttiniz ölkədə hansödən sistemini istifad edildiğini, əvvəldən səhəbkarla ilə də ekləşdirin.	On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.	Note that in remote areas, credit cards are not accepted, but can be accepted as British and Ashes currency.
FAA- iddia edir ki, NextGen sistemi təyyarələrə daha qısa marşrutlarda uçmağa imkan verərək milyonlarla qallon yanacağa qənaət ediləcək və karbon emissiyası azalacaq.	 Fahid deyədir ki, next gen sistemi təhərilərə daha qızan marşutlarda uçmaqı imkan verirə milyonlarla galonyanacaqı kənəyət ediləcəyə və karbon emisiyası az olacaq.	NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.	Fahid says that if the next gene system allows the warp to fly on more hot routes, millions of gallons of fuel will be consumed and carbon emissions will be reduced.
Bundan əlavə, şimalda, məşhur Marian mənzərələrinin olduğu yerdə Müqəddəs Fatima Məqbərəsini (Məbəd) ziyarət edə bilərsiniz.	 Bunluna vafə, şumaldı məşhur mariyan mənzələlərinin olduğu yerdə, mögəttəs Fatima Məqbərisiniz ziyaret edə bilərsiniz.	Also to the north visit the great Sanctuary of Our Lady of Fatima (Shrine), a place of worldwide famous Marian apparitions.	You can visit the tomb of Fatima, the tomb of Fatima, where the famous Marian shrines of Bunluna, Shumal are located.
Almanların bir çox qənnadı məmulatları həm də badam, fındıq və digər çərəzləri ehtiva edir. Ən məşhur tortlar, adətən bir fincan sərt qəhvə ilə xüsusilə yaxşı gedir.	 Almanların bir çox qəni nadımə amulottarı həm də badan fındıq və digər çərəzlərə yetivaydır, ən məhşur tohtlar adətən bir filmzansərd qəfəyə ləqsusi yaxşı gedir.	Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.	Many German snack amulets are also suitable for nuts and other cheeses, the most famous toht usually go well after a movie censor's banquet.
İlahilik Yoqası Tibet meditasiyasının mərkəzində dayanır. Enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır.	 İlahili yoga-sı tibət meclisit asiyasının mərkəzində dəyanır, enerji kanallarının tənzimlənməsi və çakraların aqsivləşdirilməsi üçün çəşitli səmavi varlıqların təsvirlər göstərlər və aydınlanmaşğuru oyanır.	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.	Divine yoga is at the center of Tibetan Mahabharata, where images of celestial beings are shown and awakened to regulate energy channels and activate chakras.
Qubernatorun ofisinin qabağında bir bomba partladı.	 Gubernatorun ofisin qabqında bir bomba partladı.	One bomb exploded outside the governor general's office.	A bomb exploded in the shell of the governor's office.
Qışda Baltik dənizinin şimalından keçən zaman kabinin yerinə nəzarət edin, keçilən buzlu yollar həssas olan adamlar üçün olduqca böyük səs-küyə səbəb ola bilər.	 Qışda Baltikdəniz neşim halından keçən zaman qabinin yerini nəzərət edin. Keçilən buzlu yollar, həssas olan adamlar üçün oldukça böyük səskəyə səbəb olabilər.	If crossing the Northern Baltic in winter, check the cabin location, as going through ice causes quite horrible noise for those most affected.	Consider the location of the vessel when it passes through the Baltic Sea in winter, and the icy roads that it passes can cause quite a bit of noise for sensitive people.
Ən müasir tədqiqat teleskoplarının əksəriyyəti, əlverişli atmosfer şəraitinə sahib uzaq bölgələrdə yerləşən həddən artıq nəhəng qurğulardır.	 En müasir tədqiqat teleskopların əksəriyəti, əli bir eşli atmosferi şəraətlə sahib uzaq börekələrdə yerləşən hətdən artıq nəhəc qurulardır.	Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions.	Most of the most modern research telescopes are supermassive landforms located in remote outlying regions with a hand-packed atmosphere.
"Amerika Birləşmiş Ştatlarının Princeton Universitetinin tədqiqatçıları, yeni növlərin yalnız iki nəsildə dünyəviləşdiyini bildirdi, amma bu müddətin damızlıqla çoxaldılmış endemik bir ""Darvin alacəhrəsindən"", ""Geospiza birəbitənin""dən, köçəri kaktus bilibitdanları və ""Geospiza sərçələri""nin formalaşmasından daha uzun müddət çəkəcəyi düşünülür."	 Amerika Birləşmiş Tatlılarının Princedon ünvestitün tədqiqaçıları yeni növblərin yalnız iki nəsildə dünyaya vələşdiyini bildirdi. Amma bu müddətin damızlıqla çox aldılmış ənimik bir Darwin alaca hərəsindən Geospiza birebitənindən köçəri kaktus bilip danları və Geospiza sərçələrinin formulaşmasından daha uzun müddə çəkəcəyə düşünülür.	Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris.	The Princeton Inquisition of the United States of America observers reported that new species arrived in only two generations, but that this time is thought to be longer than the formation of the geospice cactus and the formation of the geospice lineage from each of the highly-developed, animistic Darwinian algae.
"""Bununla belə, onlardan malik olduqları inkişaf səviyyəsi, məsuliyyət və bacarıqlarından daha çoxunu öz öhdələrinə götürmələri tələb edilməməlidir"" deyə əlavə etdi."	 Bununla belə, onlardan manik olduqları inşaf səviyyəsi, mənsliyyət və bazarıqlarından daha çoxun öz ödələrində götürmələri tərəb edilməməlidir, deyə əlavə etdir.	"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities."""	However, it added that they should not be encouraged to take more than their level of development, their ownership and their own markets into their own hands.
Avropa orta əsrlərdən çıxarkən, Roma katolik cəmiyyətinin Xoralları (daha sonra Qriqoryan xoralları adlandırıldı) və Liturgiya ayininlərinin birləşməsi nəticəsində sonralar papalıq və monastırlar vasitəsilə həm qadınların, həm də kişilərin oxuması üçün bütün Avropaya yayılmış musiqi növünün inkişafına səbəb oldu.	 Avropa ortasillərdən çıxarken Roma katalik cəmiyyətinin xarallarıyı daha sonra Grigorian xaralları adlandırılırdı. Vəli-Turqiya aynlərinə biləşməsinətçəsində sonralar papalıq və manastırlar vasitəsilə həm qadınların, həm də kişilərin xoxması üçün bütün Avropa-yə almış musikün övnün inşafına səbib oldu.	"The Giza Plateau, or ""Giza Necropolis"" in the Egyptian Valley of the Dead contains several pyramids (of which the great pyramid is the largest), several small tombs, several temples, and the great Sphinx."	The harps of Roman Catholic society that emerged from the European Middle Ages were later called the Gregorian harps, and in the late Ottoman period the development of a string of music that took Europe for both women's and men's enjoyment through the papacy and monasteries.
Tələbələrin yazı qabiliyyətinin yaxşılaşdırılması üçün bloqlar effektivdir. Adətən tələbələr bloq təcrübəsinə zəif qrammatik və orfoqrafik bilikləri ilə başlasalar da, bir auditoriyanın olması bu vəziyyəti dəyişir.	 Tələbələrin yazı qabibiyyətin yaxşılartılması üçün bloglar effektivdir. Adətən, tələbələr blog təcübəsində zəyif, qramatik və arfa grafik bilikləri ilə başlasalarda bir auditoriyanın olması bu vəziyyəti dəyişir.	Blogs can also help improve student writing. While students often begin their blog experience with sloppy grammar and spelling, the presence of an audience generally changes that.	Blogging is effective for improving students' writing skills, and when students start with poor knowledge of grammar and grammar, that usually changes.
Bölgə, şimaldan Sahel ilə, cənubdan və qərbdən isə Atlantik okeanı ilə əhatə olunub.	 Bölgə Şimaldan Səhəl ilə canıbıdan və qərbdən isə Atlantik OKL ilə əhatə olunub.	In the north the region is bounded by the Sahel, and in the south and west by the Atlantic Ocean.	The region is surrounded by the Sahel to the north and the Atlantic Ocean to the west.
Kişiləri rədd edərkən qətiyyətli davranın və ayaqlarınızı yerə möhkəm basmaqdan qorxmayın (mədəni müxtəlifliklər olsa da, olmasa da bu qəbuledilməzdir!).	 Çişiləri rəddir dərkən qətiyyətti davranın və ayaqlarınızı yeri möhkən basmaktan qorxmayın. Mədəni müxtəlik bir kəri olsa da, olmasa da bu qəbli dilməzdir.	Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).	When you see the turtles, be firm and do not be afraid to set your feet on the ground. Cultural pride is a bad thing, but it is not a bad thing.
İlahilik Yoqası Tibet meditasiyasının mərkəzində dayanır. Enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır.	 İlahilik yogası Tibet Mirtasiyasının mərkəzində dəyanır, enerji kanalların təmizlənməsi və çakralanak livləşdilməsi üçün çəşitli səma və varlıqların təsvirləri göstərələyir və aydınlanma şuuru oyanır.	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.	The Divine Yoga flows through the heart of the Tibetan Mirtas, showing images of the sky and beings in the sky to cleanse the energy channels and liven the chakra, and awakening the consciousness of enlightenment.
Daşıyıcıları donuzlar olan bu xəstəlik daha sonra donuzlardan ağcaqanadlara və ağcaqanadlar vasitəsilə də insanlara yoluxur.	 Taşıyıcıları, donuzdular olan bu xəstərik, daha sonra donuzduların ağaca qanadları və ağaca qanadlar vasitəsi ilə də insanlara yoluqur.	The disease is carried by pigs, which then migrates to humans through mosquitos.	The sick are the carriers, the pigs, and then the pigs spread to the people with the wings of the trees and the wings of the trees.
O, Liqqins xəstəxanasında işləyərkən, boş vaxtlarında erkən doğuşlar haqqında öyrənməyə başladı.	 O ligens qəstəxanasındaki işləyərkən, boş vaxtlarında eləkən doluşular haqqındır, öyrənməyə başladı.	While he was working at the hospital Liggins began to investigate premature labor during his spare time.	While working at the ligens hospital, he began to learn that in his spare time, the gloves were full of truth.
UNESCO Dünya Maddi İrs Siyahısına daxil edilən və Hindistan ərazisində olan Sundarban meşəliyi Sundarban Milli Parkı olaraq adlandırıldı.	 Yonezqə dünyanın maddi irsiyasına daxil edilən və Hindistan nərasisində olan Sundarban, Məşələyi Sundarban mini park olara qaldılandırıldı.	The Sundarbans has been declared a UNESCO World Heritage Site. The part of the forest within Indian territory is called Sundarbans National Park.	The Yonezga was built on the site of the Sundarban, a mini-park in the Indian subcontinent, which is included in the world's material heritage.
Bununla belə, bu həqiqət deyil. Sənədin arxasında yazılan şey dəfinəyə aparan bir sxem deyil.	 Bu məbələ bu həyəqət deyil, sənədin arxasında yazılan şey təfinəyə aparəm bir çıxim deyil.	However, that is not true. Although there is something written on the back of the document, it is not a treasure map.	This is not a temple, this is not a temple, this is not a temple, this is not a temple.
Xəstəxana infeksiyanın digərlərini də yoluxdurma ehtimalının qarşısını almaq məqsədilə yoluxucu xəstəliklərə dair nəzarət protokolunun tətbiqi ilə yanaşı xəstəni də digərlərindən təcrid etdi.	 Qəstəxana infeksiyasının digərlərin də yoluq durma ehtimalının qarşısına almaq məqsədi ilə yoluq ucuq həstəklərə dair nəzarət partagoğlunu tədbiqilə yanaşıq, xəstənə də digərlərindən təcid ettir.	The hospital has followed protocol for infection control, including separating the patient from others to prevent possible infection of others.	In addition to the use of the partagoul control to prevent the infection of other cells from becoming infected, the control of the small intestine also prevents the patient from becoming infected with others.
Xanım Kirçner, Buenos-Ayres əyaləti nümayəndə heyətinin bir üzvü kimi, 2005-ci ilin Senat kampaniyasını başlatmaq üçün istifadə etdiyi eyni Argentina Teatrında bu dəfə prezidentliyə namizədliyini bəyan etdi.	 Qanım Kirçunər, bu ən əsare səhələtin umayəndə həyətinin bir üzvü kimi? 2005-ci ilən senad kampanyasını başlatmaq üçün istifadət deyi, eyni Arqentina teatrunda bu dəfə prezidentliyə namizətliyini bəyan etti.	Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.	My blood cherry, as a member of the umayenda court of this most basic mistake? In 2005 he was not used to launch a senate campaign, announcing his candidacy for president this time at the same Argentine theater.
Televizorda xəbərlər proqramında zavoddan çıxan ağ rəngli tüstü göstərilirdi.	 Televizirdə xəbəllər proqramında Zabuddan çıxan agrəngli tüstü göstərlirdi.	Television reports show white smoke coming from the plant.	The news program on television featured the smoke from the Zabud.
Südü, yunu, əti və dərini asanlıqla əldə edə bilmək üçün qədim mədəniyyətlərdə qəbilələr onları saxlamağa başladılar.	 Südün Yunu əti və dəlini asallıqla əldə edə bilmək üçün qədim mədən yetilərdə qəblələr onların saxlamağa başladılar.	Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins.	They were kept in the ancient mines of the Satis, where they could obtain milk and wool in abundance.
Amerikalılar və Azad Fransa gücləri sadəcə iki həftədə Fransanın cənubunu azad edərək, Almaniyaya yönəldilər.	 Amerikalılar və Azad Fransa gücləri sadıcı iki eftədə Fransanı cəmini bunu Azadədərəyə Almanya yönəlidilər.	In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.	The Americans and the Free French forces, in two euphrates, had to turn the French sum to Germany.
"Hər şeyi nəzərə aldığımız zaman, babalarımız ""zülal problemini"" bu gün savannadakı şimpanzelər kimi həll edirmişsə, buna təəccüblənməməliyik."	 Hər şey nəzəri aldığımız zaman, babalarımız sulal problemini bugün savana da ki, şimpanzilər kimi həlmitmişsə bunu tənzübləməməlik.	"All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today."	When we get to the theory, our fathers are not to blame for the water problem today, even if they were as concerned as chimpanzees.
Liman, 1889-cu ildə Almaniya, Amerika Birləşmiş Ştatları və İngiltərədən olan 7 gəminin ordan çıxmağı rədd etdiyi, özünün dəniz çaxnaşması ilə məşhurlaşmış bir yer idi.	 Limal 1889-cu ildə Almanya, Amerika birləşmiş saxtları və İngiltərdən olan yettigəmin oradan çıxmaqı rətdətdi, özünün dəniz çaqlaşması ilə məşhullaşmış bir yeriydi.	The harbor was the site of an infamous naval standoff in 1889 when seven ships from Germany, the US, and Britain refused to leave the harbor.	Limal was a popular spot for sea trips in 1889 when the arrival of German, American and English foragers was unusual.
Qar, buz və donma ehtimalını, yüksək enliklərdə və dağ aşırımlarında avtomobildən istifadə edəcək hər kəs nəzərə almalıdır.	 QAR, BUZ və donma ehtimalını yüksə kelliklərdə və DAQ aşarımlarında avtomobildə istifadə edəcək hər kəs nəzərə almalıdır.	Anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.	Anyone who uses snow, ice and freezing in high heels and in a car with a high-heeled vehicle should consider the possibility.
Xəstəxana infeksiyanın digərlərini də yoluxdurma ehtimalının qarşısını almaq məqsədilə yoluxucu xəstəliklərə dair nəzarət protokolunun tətbiqi ilə yanaşı xəstəni də digərlərindən təcrid etdi.	 Qəstəxana infeksiyanın diyəllərində yoluqdurma ehtimalın qarşısına almaq məqsədi ilə yoluqucu qəstəylələrə dair nəzarət padakomun tədbiqilə yanaşıq, qəstənə də diyəllərindən təcid etdi.	The hospital has followed protocol for infection control, including separating the patient from others to prevent possible infection of others.	In order to prevent the possibility of infection in the intestines of the host, control over infectious parasites was introduced in addition to the introduction of the padadoma, which also evolved from the intestines.
Şimaldan başlayan geniş ərazilərdə əhali seyrək məskunlaşıb, bəzi yerlərə isə demək olar ki, insan ayağı dəyməyib.	 Şimaldan başlayan geniş ərazlərdə ahali seyrək məskünləşir, bəzi yerlərə istə demək olar ki, insan ayağa dəlməyir.	Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness.	The vast areas of the country, starting from the north, are sparsely populated, and some places are almost unpopulated.
Rolando Mendoza, özünün M16 tüfəngi ilə turistləri güllələdi.	 Rolando Mendoza özünün M16 tüfəngi ilə turistləri gülələdi.	Rolando Mendoza fired his M16 rifle at the tourists.	Rolando Mendoza laughed at the tourists with his M16 rifle.
Pələng yaxşı elastikliyə sahib atlet kimi dırmaşmaq (orta səviyyədə), üzmək, uzun məsafələrə tullanmaq və güclü insandan 5 dəfə daha çox yük çəkmək bacarıqlarına malikdir.	 Bələnq yaxşı elastikləyə sahib atlet kimidir maşmaq orta səviyyədə. Üzmək, uzun məsafələrə tullanmaq və gücülə insandan 5 dəfə daha çox yüq çəkmək bazarıqlarına maləkdir.	A well rounded athlete, the tiger can climb (though not well), swim, leap great distances and pull with five times the force of a strong human.	The ball is like an athlete with good elasticity, who can swim, jump long distances, and weigh five times more than a strong person.
Nisbətən daha kiçik adaların bir çoxu müstəqil, yaxud da Fransadan asılı millətlərdir və dəbdəbəli sahil istirahət məkanları olaraq məşhurdur.	 Nisbətən, daha kişi qi adaların bir çox müstəqəyil. Nəxud da Fransa'dan aslı millə ilərdir və dəbdə bəli sahil istirahiyyət məkanlar olaraq meşhurdur.	Most of the smaller islands are independent nations, or associated with France, and known as luxury beach resorts.	Relatively, many of the more male qi islands are independent, and the Nahuatl islands are native to France and are popular as a seaside resort.
