1.Reference_Cantonese_Text	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
表演剛開演五分鐘就突然捲起一陣狂風，大約一分鐘後風速就已高達每小時 70 公里…然後暴雨襲來，雨勢又急又大，打在皮膚上有如針刺，緊接著冰雹從天而降，人們驚惶尖叫，奔跑互踩。	表演剛開演5分鐘就突然捲起一陣狂風大約1分鐘後風速就熱高達每小時70公里然後暴雨雜來雨勢又急又大打在皮膚上有如針刺緊接著冰博從天而降人們驚煌尖叫奔跑胡踩	表 演 剛 開 演 五 分 鐘 就 突 然 捲 起 一 陣 狂 風 大 約 一 分 鐘 後 風 速 就 已 高 達 每 小 時 70 公 里 然 後 暴 雨 襲 來 雨 勢 又 急 又 大 打 在 皮 膚 上 有 如 針 刺 緊 接 著 冰 雹 從 天 而 降 人 們 驚 惶 尖 叫 奔 跑 互 踩	The show started five minutes ago, and then a sudden, violent wind, about a minute later, it was up to 70 km/h, and then it rained, and it hit the skin like a needle, and then ice broke down from the sky, and people were screaming and running and kicking.
出席人數眾多，因此不是每個人都能進入聖伯多祿廣場參加葬禮。	出席人數眾多因此不是每個人都能進入成百多錄廣場參加狀例	出 席 人 數 眾 多 因 此 不 是 每 個 人 都 能 進 入 聖 伯 多 祿 廣 場 參 加 葬 禮	There were so many people, not everyone could get into hundreds of recording places.
它已為我們帶來火車、汽車及其他運輸裝置。	他以為我們帶了火車、汽車及其他運輸裝置	它 已 為 我 們 帶 來 火 車 、汽 車 及 其 他 運 輸 裝 置	He thought we were bringing trains, cars and other transportation equipment.
休恩已辭職，他在內閣的職位將由愛德·戴維議員接任。諾曼·蘭姆議員有望接替戴維，出任商務大臣一職。	有因以辭職他在內的職位將又愛得大為議員接任諾曼蘭武議員有望接替大為出任商務大臣一職。	休 恩 已 辭 職 他 在 內 閣 的 職 位 將 由 愛 德 ·戴 維 議 員 接 任 諾 曼 ·蘭 姆 議 員 有 望 接 替 戴 維 出 任 商 務 大 臣 一 職	Some would like to resign as a member of parliament, but the government would like to take over as Minister of Commerce.
自 1988 年起，投票箱必須是透明的，以讓選民和觀察員可以見證投票開始時箱內沒有信封，並且除了經過授權且確實計數的選民投入的信封，沒有另外投入信封。	自1988年起,投票商必須是透明的,以讓選民和觀察員可以見證投票開始時箱內沒有信封,並且除了經過授權且確實繼續的選民投入的信封,沒有另外投入信封。	自 1988 年 起 投 票 箱 必 須 是 透 明 的 以 讓 選 民 和 觀 察 員 可 以 見 證 投 票 開 始 時 箱 內 沒 有 信 封 並 且 除 了 經 過 授 權 且 確 實 計 數 的 選 民 投 入 的 信 封 沒 有 另 外 投 入 信 封	Since 1988, voters have had to be transparent so that voters and observers can testify that no envelope was in the box when the vote began, and that no envelope was injected except by authorized and continued voters.
舉例來說，世界上最普遍的靜態圖像攝影格式是 35 釐米，這也是類比底片時代結束時的主要底片尺寸。	舉例來說,世界上最普遍的淨態圖像攝影格式是35厘米,即是類比底片時代結束時的主要底片尺寸。	舉 例 來 說 世 界 上 最 普 遍 的 靜 態 圖 像 攝 影 格 式 是 35 釐 米 這 也 是 類 比 底 片 時 代 結 束 時 的 主 要 底 片 尺 寸	For example, the most common image photography format in the world is 35 cm, which is the main size of the film at the end of the film era.
它在月海下較薄，在高原下則較厚。	踏在月海下教堡,在高原下的執教口	它 在 月 海 下 較 薄 在 高 原 下 則 較 厚	I walked down the moon, I walked down the plateau,
這似乎很合理，因為地球感覺起來並沒有在移動，不是嗎？	這似乎很合理因為地球感覺起來並沒有再移動,不是嗎?	這 似 乎 很 合 理 因 為 地 球 感 覺 起 來 並 沒 有 在 移 動 不 是 嗎 ？	And that seems reasonable because the Earth feels like it's not moving anymore, right?
更北方的大片地區人口稀少，有些幾乎是杳無人煙的荒野。	近北方的大片地區人口稀少有些機會是兩無人煙的方野。	更 北 方 的 大 片 地 區 人 口 稀 少 有 些 幾 乎 是 杳 無 人 煙 的 荒 野	Most of the northern parts are sparsely populated, and there is a chance that they are two smokeless areas.
根據洩漏的文件，該文件將提及巴勒斯坦希望以 1967 年中東戰爭之前的邊界為基礎這樁邊界糾紛。	根據洩漏的文件改文件將提及巴勒斯坦希望以1960年中東戰爭之前的邊界為基礎借將邊界鬥分	根 據 洩 漏 的 文 件 該 文 件 將 提 及 巴 勒 斯 坦 希 望 以 1967 年 中 東 戰 爭 之 前 的 邊 界 為 基 礎 這 樁 邊 界 糾 紛	The leaked documents will change the way Palestinians want to divide the border based on the 1960 war in the Middle East.
因此，鉛筆在剛問世時成為了許多人的好朋友。	因此,原不在剛問世事,成為了許多人的好朋友。	因 此 鉛 筆 在 剛 問 世 時 成 為 了 許 多 人 的 好 朋 友	So he became a friend of many, not just of the world.
北馬里亞納群島緊急管理處表示，沒有收到國內的損傷回報。	北馬里亞納群島緊急管理處表示,沒有收到國內的船箱回報。	北 馬 里 亞 納 群 島 緊 急 管 理 處 表 示 沒 有 收 到 國 內 的 損 傷 回 報	The Northern Mariana Islands Emergency Management Agency said it had not received any response from the domestic container authorities.
在中東的溫暖氣候中，房子就沒那麼重要了。	在中東的溫暖氣候中防止就沒那麼重要了	在 中 東 的 溫 暖 氣 候 中 房 子 就 沒 那 麼 重 要 了	Prevention is not so important in the warmer climate of the Middle East.
羅馬各處架設了幾面巨型電視螢幕，讓人民觀看儀式。	羅馬國區價切了幾面具形電視螢幕讓人民觀看儀式	羅 馬 各 處 架 設 了 幾 面 巨 型 電 視 螢 幕 讓 人 民 觀 看 儀 式	The Roman Empire cut some masks for people to see the ceremony.
由於光害在前現代天文台的全盛時期沒有如今嚴重，它們通常坐落在城市或校園中，比現代建造的那些天文台更容易到達。	由於光開在前,現代天文台的全城市期末有餘金嚴重,他們通常坐落在城市或校園中,比現代建造的那些天文台更容易到達。	由 於 光 害 在 前 現 代 天 文 台 的 全 盛 時 期 沒 有 如 今 嚴 重 它 們 通 常 坐 落 在 城 市 或 校 園 中 比 現 代 建 造 的 那 些 天 文 台 更 容 易 到 達	Because of the large amount of gold remaining at the end of the entire city before daylight, modern observatories are usually located in cities or on campus, which are more accessible than those built today.
藏傳佛教的冥想核心是本尊瑜伽。透過觀想神佛，淨化所有的能量通道，啟動脈輪，建立開悟意識。	壯傳佛教的冥想核心事本專儒家,透過觀賞神佛,淨化所有的能量通道,啟動麥倫,建立開悟,意識。	藏 傳 佛 教 的 冥 想 核 心 是 本 尊 瑜 伽 透 過 觀 想 神 佛 淨 化 所 有 的 能 量 通 道 啟 動 脈 輪 建 立 開 悟 意 識	The central focus of Buddhist meditation is to purify all energy channels, activate the mind, and create awareness and awareness through the observation of the Buddha.
畫面呈現在金字塔上，燈光則點亮了其他金字塔。	畫面呈現在金字塔上,燈光質點亮了其他金字塔	畫 面 呈 現 在 金 字 塔 上 燈 光 則 點 亮 了 其 他 金 字 塔	The image is on the pyramid, and the light quality illuminates the other pyramids.
利金斯 (Liggins) 爵士於醫院任職時，就會利用下班後的時間研究早產現象。	你這次Legends著視在醫院任職時,就會利用下班後的時間研究組產現象。	利 金 斯 liggins 爵 士 於 醫 院 任 職 時 就 會 利 用 下 班 後 的 時 間 研 究 早 產 現 象	Legends are using the time after work to study the phenomenon of synthesis when you're working in a hospital.
或許在近端因地殼較薄而有更多月海。此處的岩漿較容易浮到表面。	或許再近端,因地殼較薄而有更多穴海此處的岩漿更容易浮到表面	或 許 在 近 端 因 地 殼 較 薄 而 有 更 多 月 海 此 處 的 岩 漿 較 容 易 浮 到 表 面	Maybe closer, and more cavities are more likely to float to the surface because the earth's crust is thinner.
如同所有南非國家公園，這座公園設有日常保育及入場費。	如同所有納非國家公園,借助公園藉有日常保育及入場費。	如 同 所 有 南 非 國 家 公 園 這 座 公 園 設 有 日 常 保 育 及 入 場 費	As with all the national parks in Africa, the park is available for daily maintenance and entrance fees.
拒絕男性時應表現堅定，不要害怕堅持立場（不管有沒有文化差異，這樣都是不對的！）	拒絕男性時應表現堅定,不要害怕堅持立場,不管有沒有文化差異者都是不對的。	拒 絕 男 性 時 應 表 現 堅 定 不 要 害 怕 堅 持 立 場 不 管 有 沒 有 文 化 差 異 這 樣 都 是 不 對 的 ！	It's okay to reject men, not be afraid to stand up for them, no matter what their culture is.
1920 年代，多數公民與國家的普遍態度是和平主義與孤立主義。	1920年代,多數公民與國家的普遍態度是和平主義與孤立主義。	1920 年 代 多 數 公 民 與 國 家 的 普 遍 態 度 是 和 平 主 義 與 孤 立 主 義	In the 1920s, the general attitude of most citizens and nations was pacifism and isolationism.
交通流量就是研究兩地之間的個別駕駛和交通工具的移動情況，以及用路人之間的互動關係。	交通流量就是研究兩地之間的個別駕駛和交通工具的移動情況以及用路人之間的互動關係	交 通 流 量 就 是 研 究 兩 地 之 間 的 個 別 駕 駛 和 交 通 工 具 的 移 動 情 況 以 及 用 路 人 之 間 的 互 動 關 係	Traffic is the study of the movement of individual drivers and vehicles between two locations and the interaction between passengers.
雖然沒人知道這段文字是由誰書寫的，但確定的是這份巨大的羊皮紙文件（長寬約 29¾ 英吋乘以 24½ 英吋）早期為捲起收藏。	雖然沒人知道這段文字是由誰書寫的,但確定的是這份巨大的羊皮紙文件,長寬約二十九又四分之三英寸乘以二十四又二分之一英寸早期維短器收藏。	雖 然 沒 人 知 道 這 段 文 字 是 由 誰 書 寫 的 但 確 定 的 是 這 份 巨 大 的 羊 皮 紙 文 件 長 寬 約 29¾ 英 吋 乘 以 24½ 英 吋 早 期 為 捲 起 收 藏	Although no one knows who wrote this, it is definitely a huge piece of sheepskin paper, about 29 3/4 inches long, multiplied by 24 1/2 inches of early weaving.
然而，由於溝通管道的緩慢，西方的風格可能落後 25 到 30 年。	然而,有愧溝通管理的緩慢7封可能落後25-30年。	然 而 由 於 溝 通 管 道 的 緩 慢 西 方 的 風 格 可 能 落 後 25 到 30 年	However, the seven slowest communications managers are probably 25 to 30 years behind.
你可以使用 Boda-boda（摩托車計程車）遊覽戈馬，短程一般（當地）價格約 500 剛果法郎。	你可以使用Botabot,摩托車,計程車,遊覽角馬,短程一般當地,價格約500鋼果法郎。	你 可 以 使 用 boda-boda摩 托 車 計 程 車 遊 覽 戈 馬 短 程 一 般 當 地 價 格 約 500 剛 果 法 郎	You can use a bot, a motorcycle, a taxi, a tourist horse, a short distance, usually around 500 francs.
文化決定論是浪漫主義的重要構成之一，多取材自歌德、費希特和施萊格爾等作家。	文化決定論事浪漫主義的重要構成之一,多取材質歌德、費希德和斯萊格爾等作家。	文 化 決 定 論 是 浪 漫 主 義 的 重 要 構 成 之 一 多 取 材 自 歌 德 、費 希 特 和 施 萊 格 爾 等 作 家	Culture is one of the most important components of romanticism, and it's a lot of material for writers like Goethe, Fuhrer and Slagel.
正如同月亮對地球的引力造成潮汐一樣，銀河系也對射手座星系施加了作用力。	正如同月亮對地球的引力造成朝夕一樣銀河系也對射手助星系施加了作用力	正 如 同 月 亮 對 地 球 的 引 力 造 成 潮 汐 一 樣 銀 河 系 也 對 射 手 座 星 系 施 加 了 作 用 力	Just as the gravitational pull of the moon is on Earth at dawn, the galaxy is also acting on the shooting assistant galaxy.
科學家希望瞭解星球形成的過程，尤其是地球，因為彗星在很久以前曾與地球相撞。	科學界希望了解星球形成的過程,尤其是地球,因為衛星在很久以前曾與地球相撞	科 學 家 希 望 瞭 解 星 球 形 成 的 過 程 尤 其 是 地 球 因 為 彗 星 在 很 久 以 前 曾 與 地 球 相 撞	Scientists want to understand how planets form, especially the Earth, because satellites collided with Earth a long time ago.
在中東的溫暖氣候中，房子就沒那麼重要了。	在中東的溫暖氣候中防止就沒那麼重要了	在 中 東 的 溫 暖 氣 候 中 房 子 就 沒 那 麼 重 要 了	Prevention is not so important in the warmer climate of the Middle East.
一位觀察家將比斯凱克描述為陷入「無政府狀態」，因為成群的人們在街上遊蕩，搶劫零售商店。	一位觀察家將被屍海黑描述為陷入無政府狀態,因為成群的人們在街上遊蕩,搶劫零售商店。	一 位 觀 察 家 將 比 斯 凱 克 描 述 為 陷 入 「無 政 府 狀 態 」因 為 成 群 的 人 們 在 街 上 遊 蕩 搶 劫 零 售 商 店	One observer described the zombie apocalypse as a state of unrest in which a crowd of people roam the streets and rob a retail store.
宇宙中的所有事物皆由物質構成，而所有物質皆由稱為原子的微小粒子構成。	宇宙中的所有事物佳育物質構成而所有物質佳育稱為原子都未少粒子構成	宇 宙 中 的 所 有 事 物 皆 由 物 質 構 成 而 所 有 物 質 皆 由 稱 為 原 子 的 微 小 粒 子 構 成	All things in the universe are made up of matter, and all matter is made up of atoms.
強風、冰雹、暴雨或暴雪、和野火是劇烈天氣的表現形式與結果，雷暴雨、龍捲風、海龍捲和氣旋也是。	強風冰薄,暴雨或暴雪,和野放肆劇烈天氣的表現形式雨結果,雷暴雨,龍捲風,海龍捲鑊氣船也是。	強 風 、冰 雹 、暴 雨 或 暴 雪 、和 野 火 是 劇 烈 天 氣 的 表 現 形 式 與 結 果 雷 暴 雨 、龍 捲 風 、海 龍 捲 和 氣 旋 也 是	Heavy winds, heavy rain or snow, and wild rains, thunderstorms, tornadoes, and hailstorms are also the result of extreme weather.
裴利表示，他將「返回德州評估今晚決策會議結果，判斷自己在這場選戰中是否還有機會繼續挺進」，但後來卻說他將繼續參選，並參加 1 月 21 日的南卡羅萊納州初選。	培利表示他將返回德州評估今晚決策會議結果判斷自己在這場選戰中是否還有機會繼續聽盡但後來卻說他將繼續參選並參加1月21日的南卡萊納州初選	裴 利 表 示 他 將 「返 回 德 州 評 估 今 晚 決 策 會 議 結 果 判 斷 自 己 在 這 場 選 戰 中 是 否 還 有 機 會 繼 續 挺 進 」但 後 來 卻 說 他 將 繼 續 參 選 並 參 加 1 月 21 日 的 南 卡 羅 萊 納 州 初 選	Bailey said he would return to Texas to assess the outcome of tonight's decision-making meeting to decide whether he would have a chance to continue his campaign, but later said he would continue to run and run in South Carolina's primary on January 21.
安琪兒（2006年）說明了連續模式，這是一個用來幫助組織達到更高績效水準的方法。	安琪兒,2006年,說明了連續模式,這次一個用來幫助組織達到更高激厚水準的方法。	安 琪 兒 2006年 說 明 了 連 續 模 式 這 是 一 個 用 來 幫 助 組 織 達 到 更 高 績 效 水 準 的 方 法	In 2006, she described a continuum model, this time to help organizations reach higher levels of intensity.
使用船運送貨物，是目前為止跨海移動大量人員和貨物的最有效率方式。	使用船運送貨物是目前為止跨海移動大量人員和貨物的最有效率方式	使 用 船 運 送 貨 物 是 目 前 為 止 跨 海 移 動 大 量 人 員 和 貨 物 的 最 有 效 率 方 式	Shipping is the most efficient way to move large numbers of people and goods across the sea.
這些是有時擁擠的家庭海灘，岸邊有成排的商店林立。在這裡游泳很安全。	即使事有時擁擠的殺家庭海灘,岸邊有城牌的商店淋蠟,在地遊泳很安全	這 些 是 有 時 擁 擠 的 家 庭 海 灘 岸 邊 有 成 排 的 商 店 林 立 在 這 裡 游 泳 很 安 全	Even the sometimes crowded family beaches, the beaches with shops with city halls, and the beaches are safe to swim in.
省長辦公室表示傷患中有十九名是警察。	省長辦公室表示傷患中有19名是警察	省 長 辦 公 室 表 示 傷 患 中 有 十 九 名 是 警 察	The governor's office said 19 of the wounded were police.
他們通常會提供特別的餐點、飲料和娛樂以保持客人心情愉悅，並讓後者留在現場。	監獄通常會提供特別的餐點、飲料和娛樂以保持客人心情愉愉並讓後者留在現場	他 們 通 常 會 提 供 特 別 的 餐 點 、飲 料 和 娛 樂 以 保 持 客 人 心 情 愉 悅 並 讓 後 者 留 在 現 場	Prisons usually offer special meals, drinks, and entertainment to keep guests happy and stay on the premises.
他也參與許多國家的紙鈔雕刻工作，近期作品包括加拿大 5 元及 100 元新鈔上的總理肖像。	他也參與許多國家的子秋雕刻工作近期作品包括加拿大、五元及100元新秋上的總理照像	他 也 參 與 許 多 國 家 的 紙 鈔 雕 刻 工 作 近 期 作 品 包 括 加 拿 大 5 元 及 100 元 新 鈔 上 的 總 理 肖 像	He has also been involved in recent autumn sculptures in many countries, including a photo of the Prime Minister of Canada at the 5 yuan and 100 yuan New Autumn.
蘇達班是世界上最大的沿海紅樹林帶，從海岸綿延 80 公里（50 英里）直達孟加拉與印度內地。	蘇達巴士世界上最大的沿海洪樹林帶將海岸綿延80公里50英里直達曼加拉河語印度內地	蘇 達 班 是 世 界 上 最 大 的 沿 海 紅 樹 林 帶 從 海 岸 綿 延 80 公 里 50 英 里 直 達 孟 加 拉 與 印 度 內 地	The Sudha Bus, the world's largest coastal rainforest, stretches 80 kilometers of coastline across the Mangalore River in the Indian subcontinent.
山羊似乎是在一萬年前左右，在伊朗的札格洛斯山脈首次被馴養的。	山羊似乎是在一萬年前左右在伊朗的雜格洛斯沙密首次比信仰的	山 羊 似 乎 是 在 一 萬 年 前 左 右 在 伊 朗 的 札 格 洛 斯 山 脈 首 次 被 馴 養 的	Goats seem to have been first introduced to the faith in the Islamic State of Iran about 10,000 years ago.
流浪兒童被棄養或逃家前可能經歷嚴重受虐或創傷。	流浪兒童被棄養畫圖家前可能經歷嚴重受藥物創傷	流 浪 兒 童 被 棄 養 或 逃 家 前 可 能 經 歷 嚴 重 受 虐 或 創 傷	Children who were strangers could have suffered serious drug injuries before being abducted by a painter.
802.11n 標準可在 2.4Ghz 和 5.0Ghz 頻率上運作。	802.11A標準可在2.4GHz和5.0GHz頻率上運作	802.11n 標 準 可 在 2.4ghz 和 5.0ghz 頻 率 上 運 作	The 802.11A standard is available on 2.4 GHz and 5.0 GHz frequencies.
羅蘭多‧蒙多薩以 M16 步槍向遊客射擊。	羅蘭多蒙多薩爾M16步槍向遊客射擊	羅 蘭 多 ‧蒙 多 薩 以 m16 步 槍 向 遊 客 射 擊	Roland Montoyaar fired an M16 rifle at the tourist.
在其中 78 個建議，第一個就是應在今年年底前採行新的外交措施，以保護伊拉克的邊境免受敵國侵擾，並重建與其鄰國的外交關係。	其中78個建議第一個就是應在今年年底前採取新的外交措施以保護以拉克的邊境面受敵軍侵擾,並重建與其輪廓的外交關係。	在 其 中 78 個 建 議 第 一 個 就 是 應 在 今 年 年 底 前 採 行 新 的 外 交 措 施 以 保 護 伊 拉 克 的 邊 境 免 受 敵 國 侵 擾 並 重 建 與 其 鄰 國 的 外 交 關 係	The first of the 78 recommendations was to adopt new diplomatic measures to protect the Iraqi border from enemy forces and rebuild diplomatic relations with them by the end of the year.
貴湖大學的研究員表示，兩種化合物會互相反應，產生阻礙腎功能的結晶。	桂湖大學的研究員表示,兩種化合物會互相反應,產生妨礙神功能的結症。	貴 湖 大 學 的 研 究 員 表 示 兩 種 化 合 物 會 互 相 反 應 產 生 阻 礙 腎 功 能 的 結 晶	Researchers at the University of Salt Lake suggest that these compounds interact with each other, causing interference with the function of the brain.
逆向文化衝擊的出現速度比文化衝擊快（較無蜜月期），持續時間較長，也比較嚴重。	亦向文化衝擊的出現速度比文化衝擊快,較無蜜月期,持續時間交察,也比較嚴重。	逆 向 文 化 衝 擊 的 出 現 速 度 比 文 化 衝 擊 快 較 無 蜜 月 期 持 續 時 間 較 長 也 比 較 嚴 重	It is also faster, less honeymoon, more prolonged, and more severe than cultural impact.
位於埃及亡者谷的吉薩高原或「吉薩金字塔群」，包含好幾座金字塔（其中大金字塔是世界上最大的金字塔）、幾座小陵墓、幾座神廟和巨大的獅身人面像。	位於埃及王者谷的吉薩高原或吉薩金字塔群,包括好幾座金字塔,其中大金字塔是世界上最大的金字塔,幾座小靈母,幾座神廟和巨大的私生人面像。	位 於 埃 及 亡 者 谷 的 吉 薩 高 原 或 「吉 薩 金 字 塔 群 」包 含 好 幾 座 金 字 塔 其 中 大 金 字 塔 是 世 界 上 最 大 的 金 字 塔 、幾 座 小 陵 墓 、幾 座 神 廟 和 巨 大 的 獅 身 人 面 像	The Giza Plateau or Giza Pyramid Group, located in the Valley of the Kings in Egypt, includes several pyramids, the largest of which is the world's largest pyramid, several small ghost mothers, several temples and huge private figures.
滄龍是那個時期的頂層掠食者，因此除了其他的滄龍外，牠們不怕任何生物。	蒼龍時那個時期的頂層略識者,因此除了其他的蒼龍外,他們不怕任何新聞。	滄 龍 是 那 個 時 期 的 頂 層 掠 食 者 因 此 除 了 其 他 的 滄 龍 外 牠 們 不 怕 任 何 生 物	And the people of the heavens were wise in those days, and they feared no news, except the other heavens.
蘇達班自 1966 年起即為野生動物保護區，目前該地區估計有 400 隻孟加拉虎，以及約 30,000 隻梅花鹿。	蘇達班子1966年起即視為野生動物保護區目前該地區估計有四百隻孟加拉虎以及約三萬隻梅花綠	蘇 達 班 自 1966 年 起 即 為 野 生 動 物 保 護 區 目 前 該 地 區 估 計 有 400 隻 孟 加 拉 虎 以 及 約 30,000 隻 梅 花 鹿	Since 1966, the Sudaran Band has been a wildlife sanctuary and now the area is estimated to have 400 Bengal tigers and about 30,000 green turkeys.
這場墜機事件發生在高山區，據信是敵軍攻擊所致。	這場聚機事件發生在高山區據順士敵軍攻擊所指	這 場 墜 機 事 件 發 生 在 高 山 區 據 信 是 敵 軍 攻 擊 所 致	The incident took place in the highlands, which is claimed to be the site of a Sukhoi attack.
娛樂新聞網站 TMZ 獲知，該名攝影師在塞普爾韋達大道 (Sepulveda Boulevard) 的對側停下車，試圖在穿過馬路並繼續前進之前對警察攔停點拍照，這促使加州公路巡警的警官兩次執行交通攔停，命令他回到車道對面。	原來新墨網站TMS獲知該名攝影師在塞浦異衛達奈多索普維德·布洛夫爾的對質停下車試圖穿過馬路並繼續前進前對警察難停點拍照,就是促使加州公路循環境的警官兩次走行交通難停,命令他回到車道對面。	娛 樂 新 聞 網 站 tmz 獲 知 該 名 攝 影 師 在 塞 普 爾 韋 達 大 道 sepulveda boulevard 的 對 側 停 下 車 試 圖 在 穿 過 馬 路 並 繼 續 前 進 之 前 對 警 察 攔 停 點 拍 照 這 促 使 加 州 公 路 巡 警 的 警 官 兩 次 執 行 交 通 攔 停 命 令 他 回 到 車 道 對 面	The TMS news website reported that the photographer had stopped a high-quality car in Cyprus while trying to cross the road and continue to photograph the police's difficulty in stopping, prompting the police officer to walk around the California highway twice and order him to return to the opposite side of the road.
大金字塔在公元前三世紀由埃及人建造而成，它是建來紀念已故法老的眾多大型金字塔建築物之一。	但今次塔祖公園傳三世紀又哀及人造而成,他是建來紀念義顧法老的眾多大人今次塔祖建築物之一。	大 金 字 塔 在 公 元 前 三 世 紀 由 埃 及 人 建 造 而 成 它 是 建 來 紀 念 已 故 法 老 的 眾 多 大 型 金 字 塔 建 築 物 之 一	But this time, the Tazu Park, which was built three centuries ago and is still in existence today, is one of the most famous buildings in Tazu, built to commemorate the many pharaohs who served the Pharaohs.
藏傳佛教的冥想核心是本尊瑜伽。透過觀想神佛，淨化所有的能量通道，啟動脈輪，建立開悟意識。	壯傳佛教的命想核心事本尊瑜伽,透過觀賞神佛,淨化所的能量通道,啟動物輪,建立開吾意識。	藏 傳 佛 教 的 冥 想 核 心 是 本 尊 瑜 伽 透 過 觀 想 神 佛 淨 化 所 有 的 能 量 通 道 啟 動 脈 輪 建 立 開 悟 意 識	The core of Buddhism's vision is to cultivate self-esteem by observing the Buddha, purifying the energy channels of the place, opening the animal circle, and establishing self-awareness.
根據洩漏的文件，該文件將提及巴勒斯坦希望以 1967 年中東戰爭之前的邊界為基礎這樁邊界糾紛。	根據洩漏的文件該文件將提及巴勒斯坦希望以1967年中東戰爭之前的邊界為基礎者出邊界糾紛	根 據 洩 漏 的 文 件 該 文 件 將 提 及 巴 勒 斯 坦 希 望 以 1967 年 中 東 戰 爭 之 前 的 邊 界 為 基 礎 這 樁 邊 界 糾 紛	The leaked document refers to Palestinian hopes of a border-based conflict that predates the 1967 Middle East war.
擁有車子的人變多，也會使道路意外的機率變高，進而使人類發展出修復受傷肢體的新醫護技術。	擁有車子的人變多,也會使道路意外的機率變高,將而使人類發展出,修復受傷肢體的新醫護技術。	擁 有 車 子 的 人 變 多 也 會 使 道 路 意 外 的 機 率 變 高 進 而 使 人 類 發 展 出 修 復 受 傷 肢 體 的 新 醫 護 技 術	The increasing number of people with cars will also increase the risk of road accidents, which will allow us to develop and repair new medical technologies for injured limbs.
「臭蟲」一詞，是昆蟲學家對這類昆蟲的正式稱呼。	就從一詞使昆蟲學家對者類昆蟲的正式稱呼	「臭 蟲 」一 詞 是 昆 蟲 學 家 對 這 類 昆 蟲 的 正 式 稱 呼	It's the word that makes entomologists the official name for insects.
北美山區時間下午 10:00 至 11:00 間，囚犯在庭院中縱火。	北美山區時間下午10時至11時,囚犯在庭園中中火	北 美 山 區 時 間 下 午 10:00 至 11:00 間 囚 犯 在 庭 院 中 縱 火	Between 10 and 11 p.m. in the mountains of North America, prisoners set fire to their gardens.
我們同意美國奧委會的聲明，也就是我們的選手、團隊和其運動項目的利益，會因為我們組織內具有意義的改革而改善，而非取消資格。	我們同意美國奧委會的聲明,也就是我們的選手、團隊和其運動項目的利益會因為我們組織外具有意義的改革而改善,而非取消資格。	我 們 同 意 美 國 奧 委 會 的 聲 明 也 就 是 我 們 的 選 手 、團 隊 和 其 運 動 項 目 的 利 益 會 因 為 我 們 組 織 內 具 有 意 義 的 改 革 而 改 善 而 非 取 消 資 格	We agree with the statement of the U.S. Olympic Committee that the interests of our athletes, teams and their sporting events will be improved by meaningful reforms outside our organization, not cancelled.
也可以前往北方造訪非凡的花地瑪聖母朝聖地，那是世界聞名的聖母顯靈處。	又可以前往北方造訪非凡的花地馬勝武朝聖地,那是世界文明的聖母顯靈廚。	也 可 以 前 往 北 方 造 訪 非 凡 的 花 地 瑪 聖 母 朝 聖 地 那 是 世 界 聞 名 的 聖 母 顯 靈 處	And we can also go north to visit the magnificent temple of the flower of Tamima Zhengwu, the goddess of civilization.
地域性與季節性的極端氣候現象包含了雪暴、暴風雪、冰風暴和沙塵暴。	地域性與季節性的極端氣候現象,包含了雪暴,暴風雪,冰風暴,和沙塵暴。	地 域 性 與 季 節 性 的 極 端 氣 候 現 象 包 含 了 雪 暴 、暴 風 雪 、冰 風 暴 和 沙 塵 暴	Geographical and seasonal extreme weather events include snowstorms, snowstorms, ice storms, and sandstorms.
在群島和湖泊中，您並不一定需要一隻遊艇。	在群島和湖泊中,你並不必需要一隻遊艇	在 群 島 和 湖 泊 中 您 並 不 一 定 需 要 一 隻 遊 艇	You don't need a yacht on the islands and lakes.
只有生殖細胞系細胞中的突變會遺傳給子女，而其他地方的突變可以導致細胞死亡或癌症。	只有生殖細胞是細胞中的特便會遺傳給子女而其他地方的特便可以導致細胞死亡或癌症	只 有 生 殖 細 胞 系 細 胞 中 的 突 變 會 遺 傳 給 子 女 而 其 他 地 方 的 突 變 可 以 導 致 細 胞 死 亡 或 癌 症	Only the reproductive cells are the feces in the cells that are passed on to the offspring, and feces elsewhere can lead to cell death or cancer.
流浪兒童被棄養或逃家前可能經歷嚴重受虐或創傷。	流浪兒童被棄養或屠家前可能經歷嚴重受藥或創傷	流 浪 兒 童 被 棄 養 或 逃 家 前 可 能 經 歷 嚴 重 受 虐 或 創 傷	Children who are strangers may suffer serious drug or trauma before being abducted or killed.
丹地大學的帕梅拉‧弗格森教授指出：「如果發布嫌疑人的照片等資料，記者確實顯得遊走在險路上。」	丹地大學的柏梅拉,佛格森教授指出,如果發佈嫌疑人的照片等資料,記者確實顯得由走在險路上。	丹 地 大 學 的 帕 梅 拉 ‧弗 格 森 教 授 指 出 ：「如 果 發 布 嫌 疑 人 的 照 片 等 資 料 記 者 確 實 顯 得 遊 走 在 險 路 上 」	Professor Bermer Ferguson of Dundee University said that if a reporter posts photos of suspects, they are on the safe side.
