1.Reference_Arabic_Audio	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
كما احتفظ الحزب الحاكم، وهو المنظمة الشعبية لجنوب غرب أفريقيا (سوابو)، بالأغلبية في الانتخابات البرلمانية.	كما احتفظ الحسب الحاكم وهل منظمة الشعبية لجنوب غابا أفريقيا سوابو بالأغلبية في الانتخابات البارلمانية.	The ruling party, South West Africa People's Organisation (SWAPO), also retained a majority in the parliamentary elections.	The Governor and the People &apos; s Organization of South Gabba Swapo also kept the majority in the Barman elections.
"""لقد كذب ويلز علينا بشكل أساسي منذ البداية. أولاً بالتصرف كما لو كان هذا لأسباب قانونية. ثم من خلال التظاهر بأنه كان يستمع إلينا، وحتى حذفه الفني."""	تقد كذب ويلز علينا بشكل أساسي منذ البداية، أولاً بالتصرف كما لو كان هذا لأسباب قانونية، ثم من خلال التظاهر بأنه كان يستمع إلينا وحتى حسفه ألفني.	"""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion."""	Wells basically lied to us from the beginning, first by acting like it was for legal reasons, then by pretending that he was listening to us and even by making him feel like Alvinny.
قد لا يتوقع الناس أن الصبر والتفاهم ضروريان أيضاً للمسافرين العائدين إلى ديارهم.	قد لا توقع الناس أن الصبر وتفهم ضرورياً أيضاً للمسافرين العائدين إلى ديارهم.	People may not anticipate that patience and understanding are also necessary for travellers returning home.	People may not expect that patience and understanding are also necessary for travellers returning home.
لذا، فمن المرجح أنه تمت إضافة الرمز ببساطة كتسمية.	لذا، فمن المرجح أنه تمت إضافة الرمس ببساطة كتسمية.	So, it is likely that the notation was added simply as a label.	So, it's likely that the egress was simply added as a name.
يُعدُّ استخدامَ السُفن لنقلِ البضائع الطريقة الأكثر فاعلية لنقل كمياتٍ كبيرةٍ من الأشخاصِ والبضائعِ عبر المحيطات.	يُعد استخدام السفن لنقل البضاءة الطريقة الأكثر فاعلية لنقل كميات كبيرة من الأشخاص والبضاءة عبر المحيطات.	Using ships to transport goods is by far the most efficient way to move large amounts of people and goods across oceans.	The use of ships for the transport of light is the most effective way to transport large quantities of people and light through the oceans.
بينما لم يكن التلوث الضوئي في ذروته إحدى مشاكلهم المهمة كما هي الحال في هذه الأيام، فهم متواجدون عادة في المدن أو حرم الجامعات والوصول إليهم أسهل من الوصول إلى تلك المبنية في العصر الحديث.	بينما لم يكن التلوث الدوئي في ذروته إحدى ما شاكلهم المهمة، كما هي الحاله في هذه الأيام، فهم متواجدون عادةً في المدن أو حرم الجامعات، والوصول إليهم أسهل من الوصول إلى تلك المبنية في العصر الحديث.	As light pollution in their heyday was not the kind of problem it is today, they are usually located in cities or at campuses, easier to reach than those built in modern times.	While pharmacological pollution was not as important as it was today, they are usually present in cities or campuses, and access to them is easier than access to those built in modern times.
إذا كنت ستسافر ضمن الرحلات الاستكشافية الساحلية على متن السفن، فلن تحتاج إلى تأشيرة منفصلة (اعتباراً من سنة 2009).	إذا كنت ستسافر ضمن الرحلات الاستكشافية الساحلية على متنسف، فلن تحتاج إلى تأشيرة منفصلة، اعتباراً من سنة 2009.	If you only go ashore using shipboard excursions you will not need a separate visa (as of 2009).	If you are to travel on coastal expeditions in a drain, you will not need a separate visa, starting in 2009.
"أثير النقاش بسبب الجدل حول الإنفاق على الإغاثة وإعادة الإعمار في أعقاب إعصار كاترينا؛ والذي وصفه بعض المحافظين الماليين بطريقة فكاهية بأنه ""صفقة نيو أورليانز الجديدة لبوش""."	أثير النقاش بسبب الجدل حول الإنفاق على الإغاسة وإعادة الإعمار في أعقاب إعصار كاترينا، والذي وصفه بعض المحافظين المليين بطريقة فكهية بأنه سفقة نيو أورليانز الجديدة البوش.	"The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal."""	The debate was triggered by the debate over spending on gas and reconstruction in the aftermath of Hurricane Katrina, which was described by some skeptical conservatives as New Orleans' new Push.
كما أنه من بعد الثورة، كانت المهن مفتوحةً لجميع المتقدّمين الذكور ممّا سمح للأكثر طموحاً ونجاحاً بالنجاح.	كما أنه من بعد السورة، كانت المهن مفتوحة لجميع المتقدمين الذكور، مما سمح للأكثر تموحاً ونجاحاً بالنجاح.	Also after the Revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed.	After the fence, the professions were open to all male applicants, allowing the most successful and ambitious.
كانت تلك الرواسب ضروريةً لتكوين الحواجز الترابية والشواطئ، وهو ما شكّل موطناً للحياة البرية.	كانت تلك الرواسب ضرورية لتكون الحواجز الترابية والشواطئ، وهو ما شكّى الموطنًا للحياة البرية.	This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.	These deposits were necessary to be dirt barriers and beaches, which complained home to wildlife.
تتفاوت سياسات الإلغاء، ولكن اعتباراً من أواخر آذار، لم تعد معظم سياسات الإلغاء المستندة إلى فيروس كورونا حتى تموز عام 2020، عندما كان من المقرر أن يتم تنظيم الألعاب الأوليمبية.	تتفاوت سياسات الإلغاء، ولكن اعتباراً من أواخر أوزور، لم تعد معظم سياسات الإلغاء المستند إلى فيروس كورونا حتى تموز عام 2020 عندما كان من المقرر أن يتم تنظيم الألعاب الأولمبية.	Cancellation policies vary, but as of late March most coronavirus-based cancellation policies don't extend to July 2020, when the Olympics had been scheduled.	Abolition policies vary, but as of late Ozor, most of the elimination policies based on the Corona virus were no longer until July 2020 when the Olympic Games were to be organized.
لم يترك دوفال، المتزوج وله ولدان بالغان، انطباعًا مؤثرًا في ميلر التي كانت محور القصة.	لم يترك دوفال المتزوج وله ولدان بالغان طبعاً مؤثرًا في ميلر التي كانت محور القصة.	Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.	Duval didn't leave the married couple with two adult boys, of course, touching Miller, who was at the heart of the story.
تقع مدينة سنترا الرومانتيكية ذات الجمال الخلاب ناحية الشمال في مكان يسهل الوصول إليه، وهي المدينة التي ذاع صيتها وسط الأجانب بعد سرد اللورد بايرن المبهر لروائعها.	تقر مدينة سنترا الرومانتيكية ذات الجمال الخلاب ناحية الشمال في مكان يسحل الوصول إليه، وهي المدينة التي ذاعة سيتها وسط الأجانب بعد سرد اللورد بايرن المبهر لروائها.	To the north and within easy reach is the romantic and fascinating town of Sintra and which was made famous to foreigners after a glowing account of its splendours recorded by Lord Byron.	The charming Romantic city of Sintra is located in the north in an accessible place, a city that is broadcast among foreigners after Lord Byron &apos; s impressive account.
"وبحسب ما ورد في التقارير، فإنه كان في العشرينيات من عمره. وقال بيبر في بيان: ""بينما لم أكن حاضرًا ولم أتواجد بشكل مباشر في هذا الحادث المأساوي، فإن أفكاري ودعواتي مع عائلة الضحية."""	وبحسب ما ورت في التقارير، فإنه كان في العشرينيّات من عمره، وقال بيبر في بيان بينما لم أكن حاضراً ولم أتواجد بشكل مباشر في هذا الحادث المأسوي، فإن أفكار ودعوتي معائلة الضحية.	"He was reportedly aged in his 20s. In a statement, Bieber said ""[w]hile I was not present nor directly involved with this tragic accident, my thoughts and prayers are with the family of the victim."""	According to reports, he was in his twenties, and Pepper said in a statement while I was not present and was not directly present in this tragic incident, the thoughts and prayers of the victim &apos; s family.
استقال هوهن وسيتم استبداله في مجلس الوزراء بعضو البرلمان إيد ديفي. من المتوقع أن يأخذ عضو البرلمان نورمان لامب وظيفة وزير الأعمال التي سيتركها ديفي.	استقاله وسيتم استبداله في مجلس الوزراء بعضو البرلمان إدافي، من المتوقع أن يأخذ بعضو البرلمان نور من لامب، وزيفة وزير الأعمال التي سيتركها ديفي.	Huhne has resigned and he will be replaced in the Cabinet by Ed Davey MP. Norman Lamb MP is expected to take the Business Minister job Davey is vacating.	He resigned and will be replaced in the Cabinet by an Idavi member of Parliament, who is expected to take on Noor from Lamb, and the false business minister that Davy will leave.
على الرغم من أن كاتب هذا الجزء من النص غير معروف تحديداً، ولكننا نعلم أن المخطوطة الكبيرة (ذات مقاسات 29¾ بوصة × 24½ بوصة) كانت مخزّنة مطوية في بداية وجودها.	على الرغم من أن كاتب هذا الجزء من النص غير معروف تحديدًا، ولكن أنا نعلم أن المخطوط الكبيرة، ذات مآسات 29.4 بوصة، ف-24.5 بوصة، كانت مخزنة مطوية في بداية وجودها.	While no one knows for certain who wrote it, it is known that early in its life, the large parchment document (it measures 29¾ inches by 24½ inches) was rolled up for storage.	Although the author of this part of the text is not specifically known, I know that the large manuscript, with the tragedies of 29.4 inches, at 24.5 inches, was stored folded at the beginning of its existence.
قامت فرقة إيروشميث بإلغاء باقي حفلاتهم في جولتهم الموسيقية.	قمت فرقة إيروشميث بإلغاء باقي حفالتهم في جولتهم الموسيقية.	Aerosmith have cancelled their remaining concerts on their tour.	Irchmith's band canceled the rest of their concert on their tour.
جزيرة إن مدغشقر هي الأكبر على الإطلاق، وهي قارةٌ مستقلةٌ عندما يتعلّق الأمر بالحياةِ البريةِ.	جزيرة إنمد غشقر هي الأكبر على الإطلاق، وهي قرة مستقلة عندما يتعلق الأمر بالحياة البرية.	Madagascar is by far the biggest, and a continent on its own when it comes to wildlife.	Indud Gushkar is the largest island ever, and it is an independent village when it comes to wildlife.
في عدد كبير من المدن الأخرى الإيطالية وفي بقية أنحاء العالم، لا سيما في بولندا، جرت تجهيزات مماثلة شهدها عدد كبير من الناس.	في عدد كبير من المدن الأخرى الإيطالية وفي بقية أنحاء العالم، لسيما في بولندا، جرى التجهيزات مماثلة شهدها عدد كبير من الناس.	In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.	In a large number of other Italian cities and in the rest of the world, Sima in Poland, similar equipment has been carried out in a large number of people.
نيكسدجين هو نظام تدعي إدارة الطيران الفيدرالية أنه سيسمح للطائرات بالطيران في مسارات أقصر، كما سيوفر ملايين الغالونات من الوقود كل عام ويقلل من انبعاثات الكربون.	نكس جين هو نظام تدعي إدارة الطيران الفيدرالية أنه سيسمح للطائرات بالطيران في مسارات أقصر، كما سيوفر ملايين الغالونات من الوقود كل عام، ويقلل من بعاسات الكربون.	NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.	Nix Jin is a system that the FAA claims will allow aircraft to fly in shorter routes, will save millions of gallons of fuel each year, and will reduce carbon by far.
في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان ألقاه عن طريق السكرتير الصحفي، أن القوات الأميركية ستغادر سوريا.	في وقتٍ متأخرٍ من يوم الأحد، أعلنه إيس الولاة المتحدة دون الديد فامب في بيان القاوة عن طريق السكرة للصحافي إن الكونات الأمريكية ستغادر صوريا.	Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.	Late on Sunday, the U.S. Marshals declared him Don Did Fump in the sugar-drunk statement to the journalist that the U.S. cosmos would leave Tyrea.
يدعم الترابط بين علم أمراض الدماغ والسلوك العلماء في أبحاثهم.	يدعم الترابط بين علم أمراض الدماغ والسلوك العُنماء في أبحاثهم.	The correlation between brain pathology and behaviour supports scientists in their research.	The interrelationship between brain pathology and developmental behaviour supports their research.
إن عرض الصوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال.	إن عرض سوت والضوء الهرمي واحد من أمتع الأشياء الموجودة بالمنطقة للأطفال.	The pyramid sound and light show is one of the most interesting things in the area for kids.	Sut's show and the pyramid light is one of the most enjoyable things in the area for children.
معظم الجزر الصغيرة هي دول مستقلة، أو مرتبطة بفرنسا، وتعرف باسم المنتجعات الشاطئية الفاخرة.	معظم الجزر الصغيرة هي الدول المستقلة أو مرتبطة بفرنسا، وتُعرف باسم المنتجعات الشاطئية الفاخرة.	Most of the smaller islands are independent nations, or associated with France, and known as luxury beach resorts.	Most small islands are independent States or associated with France, known as luxury beach resorts.
كما أن مشاركة رحلة ميدانية افتراضية طريقة رائعة لاسترجاع رحلة معينة وتبادل الخبرات مع الفصول المستقبلية.	كما أن مشاركة رحلة ميدانية إفتراضية طريقة رائعة لاسترجاع رحلة معينة وتبادل الخبرات مع الفصول المستقبلية.	Sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes.	The participation of a virtual field trip is also an excellent way of retrieving a particular trip and sharing experiences with future chapters.
يمكن فقط نقل الطفرات في خلايا الخط الجرثومي إلى الأطفال، بينما يمكن أن تسبب الطفرات في أماكن أخرى موت الخلايا أو السرطان.	يمكن فقط نقل التفارات في خلايا الخط الجرسومي إلى الأطفال، بينما يمكن أن تسبب التفارات في أماكن أخرى، موت الخلايا أو السرطان.	Only mutations in germ-line cells can be passed on to children, while mutations elsewhere can cause cell-death or cancer.	The metabolites in the grammatical line cells can only be transmitted to children, while in other places the metabolites can cause cell death or cancer.
أوتاوا هي عاصمة كندا الساحرة ثنائية اللغة تضم مجموعة من المعارض الفنية والمتاحف التي تبرز ماضي كندا وحاضرها.	أوتاوى هي عاصمة كندا الساحرة، سنائية اللغة، تضم مجموعة من المعارض الفنية والمتاحة، فالتي تبرج مودي كندا وحاضرها.	Ottawa is Canada's charming, bilingual capital and features an array of art galleries and museums that showcase Canada's past and present.	Ottawa is the charming capital of Canada, a language year, with a collection of art and art exhibitions available, which are the towers and presents of Moody Canada.
كما أثنى الزملاء المصارعون على لونا.	كما أثن الزملاء المسارع على لونة.	Fellow wrestlers also paid tribute to Luna.	He also commended colleagues on the accelerant.
لديهم عادة وجبات خاصة، ومشروبات، وعروض ترفيهية، للحفاظ على مزاج الضيوف الجيد، وإبقائهم في المبنى.	بديهم عادة وجبات خاصة ومشروبات وعروض ترفيهية للحفاظ على مزاج الضيوف الجيد وإبقائهم في المبنى.	They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.	They usually have special meals, drinks and entertainment to maintain the good mood of guests and keep them in the building.
أخذ المصورون لاحقاً مكان سيدة مسنة لأنها كانت بحاجة إلى الذهاب بلحمام. وأُطلق النار على مندوزا.	أخذ المصورون راحقًا مكان سيد موسنّة في النهاية كانت بحاجة إلى الذهاب بالحمام وأطلق النار على مندورة.	The photographers later took the place of an aged lady as she needed the lavatory. Mendoza was gunned down.	The photographers took the place of Mr. Mussuna in the end, she needed to go to the bathroom and shoot me from a spin.
تتكون عائلة الأسود من واحد إلى ثلاثة ذكور بالغين، بالإضافة إلى ما يصل إلى ثلاثين أنثى وشبلاً.	تتكون عائلة الأسود من واحد إلى ثلاثة زقوبالاغين، بالإضافة، لم يصل إلى ثلاثين أُنصا وشبلاً.	Prides are made up of one to three related adult males, along with as many as thirty females and cubs.	The Black family consists of one to three Zaqubalagin. Besides, it didn't reach 30 centiscopes and cubs.
تعمل القنبلة الانشطارية على أساس أنها تجمع الطاقة لتكوِّن نواة مليئة بالبروتونات والنيوترونات.	تعمل القنبلة الإنشطارية على أساس أنها تجمع الطاقة لتكون نواهم لئة بالبروتونات والنوترونات.	The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons.	The fissile bomb operates on the basis that it collects energy to form a nucleus of protons and neutrons.
لم يحدد رقمًا للتخفيضات، قائلًا إنها ستعتمد على الناتج الاقتصادي للصين.	لم يُحدد واقع من التخفيضات قائلاً إنها ستعتمد عن ناتك الاكتصاجي للصين.	He did not set a figure for the cuts, saying they will be made based on China's economic output.	No reality of the cuts was determined, saying that it would depend on Natek's sulfur for China.
"في أيامه الأولى، أُذيع البرنامج حصراً على موقع راديو الإنترنت الموجود منذ فترة طويلة ""توجي نت راديو""، وهو الموقع الذي يركز على الراديو الحواري."	في أيامه الأولى، وذيع البرنامج حصراً على موقع راديو الإنترنت، الموجود منذ فترة طويلة، توجي نت راديو، وهو الموقع الذي يركز على الراديو الحواري.	In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio.	In its early days, the programme was broadcast exclusively on the long-standing Internet radio site, Tojit Radio, which focuses on the radio talk.
تشمل الظواهر المناخية الإقليمية والموسمية الشديدة: العواصف الثلجية والجليدية والترابية.	تشمل الزواهر المناخية الإقليمية والموسمية الشديدة العواصف السلجية والجليدية والترابية.	Regional and seasonal severe weather phenomena include blizzards, snowstorms, ice storms, and dust storms.	Regional and seasonal climate flowers include silvicultural, ice and dust storms.
وبالرغم من ذلك، فإن منطقة شنغن تعمل إلى حد ما كدولة واحدة في هذا الشأن.	وبالرغم من ذلك، فإن منطقة شانغل تعمل إلى حد ما كدول واحدة في هذا الشأن.	The Schengen zone, however, works somewhat like one country in this respect.	Nevertheless, the Shangil region is working to some extent as a single State in this regard.
بعد بناء السد عام 1963، توقفت الفيضانات الموسمية التي من شأنها أن تنشر الرواسب في جميع أنحاء النهر.	بعد بناء السد عام 1963، توقفت الفيضانات الموسمية التي منشأناها أن تنشر الرواسف في جميع أنحاء النهر.	After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.	After the construction of the dam in 1963, the monsoon floods that we created stopped spreading terraces all over the river.
"""هذا لن يكون وداعاً. هذا هو إغلاق فصل وبداية فصل جديد."""	هذا لن يكون وداعاً. هذا هو إغلاق فصله وبداية فصله جديد.	"""This is not going to be goodbye. This is the closing of one chapter and the opening of a new one."""	This isn't gonna be goodbye. This is the closing of his class and the beginning of his new class.
جميع الأسماء، بالإضافة إلى كلمة Sie بالنسبة لك، تبدأ دائماً بحرف كبير، حتى في منتصف الجملة.	بالنسبة لــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ	All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.	For . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
معظمُ تلسكوباتِ البحوثِ الحديثة هي منشآتٌ هائلةٌ في المناطق النائيّة ذات الظّروف الجويّة الملائمة.	وُعظم تلسكوبات البحوث الحديثة هي منشأات هائلة في المناطق النائية ذات الظروفة الجوية الملائمة.	Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions.	Most modern research telescopes are huge installations in remote areas with appropriate weather conditions.
وبحلول عام 1976، تمت استعادة ثلاثين في المائة من ماتشو بيتشو واستمرت أعمال الترميم حتى اليوم.	وبحلول عام 1976 تمت استعادة 30% من ماتشو بيتشو، واستمرت أعمال الترميم حتى اليوم.	By 1976, thirty percent of Machu Picchu had been restored and restoration continues till today.	By 1976, 30% of Machu Picchu had been recovered, and renovation work continued until today.
تم اختراع قضبان القطارات في وقت مبكر نسبياً لتثبيت المسارات، ولكن اتضح بعد ذلك مع الوقت أن وضع شريط حديدي أعلى المسار يجعله أكثر فاعلية.	تم اختراع قطبون القطارات في وقت مبكر نسبياً لتسبيط المسارات، ولكن التضح بعد ذلك مع الوقت أن وضع الشريط حديدي أعلى المسار يجعله أكثر فعالية.	Crossties were introduced fairly early to hold the tracks in place. Gradually, however, it was realised that tracks would be more efficient if they had a stip of iron on the top.	Train poles were invented relatively early to swab tracks, but then it became clear with time that putting the top-track iron tape makes it more effective.
لديها أقدام ذات طبقات حماية خارجية ومخالب، وتضع البيض، وتمشي على سيقانها الخلفية مثل التيرانوصور.	لديها أقدام ذات طبقات حماية خارجية ومخالب وتضع البيض وتمشي على سيقانها الخلفية مثل التيريناصور.	They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.	She has exterior protective feet and claws and lays eggs and walks on her back legs like a terrenosaur.
من الممكن أن يكون مفيداً أن تشتري بطاقة Wild Card، فهي تسمح لك بالدخول إلى مجموعة مختارة من متنزهات جنوب إفريقيا أو جميع متنزهات جنوب إفريقيا الوطنية.	من الممكن أن يكون مفيداً أن تشتري فهي تسمح لك وعيد كارد بطاقة بالدخول المجموعة مخطرة من المتنزهات الجنوب الفرقية أو جميع المتنزهات الجنوب الفرقية الوطنية.	It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.	It can be useful to buy a card, and Card Day allows you an entry card, a notification from the Southern League Parks or all the South National League Parks.
إذا لم تكن معتاداً على القيادة على الطرق الريفية، فكن حذراً: يوجد دائماً منحدرات حادة وممرات ضيقة ومنحنيات حادة.	إذا لم تكن معتاداً على القيادة على الطرق الريفية، فكن حذراً يوجد دائماً منحدرات حادة وممارات ضيقة ومنحنايات حادة.	If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.	If you are not used to driving on rural roads, be careful that there are always sharp slopes, narrow paths and sharp curves.
أُعيد بناء معظم المباني الموجودة على حواف المجمع من أجل إعطاء السياح فكرة أفضل عن كيفية ظهورها في الأصل.	وعيد بناء معظم المباني الموجودة على حواف المجمع من أجل إعطاء السياح فكرة أفضل عن كيفية ظهورها في الأصل.	Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.	Most of the buildings on the outskirts of the complex were rebuilt in order to give tourists a better idea of how they originally appeared.
أصل كلمة حضارة من اللاتينية civilis، والتي تعني مدني، والتي تتعلق باللاتينية سيفيس، وتعني مواطن، وسيفيتاس، تعني مدينة أو دولة المدينة، وهذا أيضاً يحدد بطريقة الكتلة المجتمعية.	سيفيلاس، أصل كلمة حضارة من اللاتينية، والتي تعني مدني، والتي تتعلق باللاتينية سيفيلاس، وتعني مواطن، وسيفيتاس، تعني مدينة أو دولة المدينة، وهذا أيضاً يحدد بطريقة الكتلة المجتمعية.	The word civilization comes from the Latin civilis, meaning civil, related to the Latin civis, meaning citizen, and civitas, meaning city or city-state, and that also somehow defines the size of the society.	Sevillas, the origin of the word Latin civilization, which means a civilian, which relates to Latin Sevillas, which means a citizen, and Civitas, which means a city or a state of the city, and this is also determined by the way of a communal mass.
تم قبول آراء أرسطو حول جميع المسائل العلمية، بما في ذلك علم النفس.	تم قبول أراء رصط حول جميع المسال العلمية، بما في ذلك علم النفس.	Accepted were Aristotle's views on all matters of science, including psychology.	Opinions have been accepted on all scientific issues, including psychology.
تمامًا مثلما يجذب القمر الأرض فيتسبب في حدوث المد والجزر، تجذب مجرة درب التبانة مجرة الرامي.	تماماً مثل ما يجزب القمر الأرض، فيتسبب في حدوث المدد والجزر تجزب مجرد درب التبعنا مجرد الرامي.	Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.	Just like the moon overtakes the Earth, causing the tides and the islands to take the path of our minions, just the thrower.
"صرح بيري بقوله ""سأعود إلى تكساس لتقييم نتائج المؤتمر الحزبي لهذه الليلة، وتحديد ما إذا كان هناك مسار لتقدمي في هذا السباق""، لكنه قال لاحقاً أنه سيبقى في السباق وينافس في انتخابات كارولاينا الجنوبية في 21 من كانون الثاني."	صرح بيري بقوله، سأعود إلى تكساس لتقريب نتائج المؤتمر الحسبي لهذه الليلة، وتحديد ما إذا كان هناك مصار لتقدمي في هذا الصباق، لكنه قال لاحقاً أنه سرب قفص الصباق وينافس في انتخابات كرولين الجنوبية في 21 من قانون الثاني.	"Perry stated that he would ""return to Texas to assess the results of tonight's caucus, determine whether there is a path forward for myself in this race"", but later said that he would remain in the race and compete in the January 21 South Carolina primary."	"Perry said, ""I'm going back to Texas to round up the outcome of the conference tonight, and to determine if there's any support for my progress in this morning, but later he said that he leaked the bolt cage and competed in the Southern Crowlin election on the 21st of the Second Act."""
الإيطاليّة أيضاً هي لغة الحياة اليوميّة التي يستخدمها معظم العاملين بالدولة، بينما تُستخدم اللاتينيّة عادةً في المراسم الدينيّة.	الإيطالية أيضاً هي لغة الحياة اليومية التي يستخدمها معظم العاملين بالدولة، بينما تستخدم اللاتينية عادة في المراسم الدينية.	Italian is also the everyday language used by most of those who work in the state while Latin is often used in religious ceremonies.	Italian is also the language of daily life used by most State employees, while Latin is usually used in religious ceremonies.
قد يكون هناك المزيد من البحار القمرية على الجانب القريب لأن القشرة أقل سمكاً. كان من الأسهل على الحمم أن تخرج إلى السطح.	قد يكون هناك المزيد من البحارة القمرية على الجانب القريب لأن القشرة أقل سمكن. كان من الأسهل على الحمم أن تخرج إلى السطح.	There may be more maria on the near side because the crust is thinner. It was easier for lava to rise up to the surface.	There may be more lunar sailors on the near side because the crust is less thick. It was easier for the lava to come out to the surface.
رُكّبت عدة شاشات تلفزيونية كبيرة في أماكن مختلفة في روما للسماح للجمهور بمشاهدة مراسم الجنازة.	أُكِبت عدة شاشات تلفزيونية كبيرة في أماكن مختلفة في روما للسمح للجمهور بمشاهدة مراسم الجنازة.	Several large television screens were installed in various places in Rome to let the people watch the ceremony.	Several large television screens have been installed in various places in Rome to allow the public to watch the funeral.
وفي ستينيات القرن الماضي، عمل بريجنسكي مستشارًا لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.	وفي ستينيات القانة الماضي عملة بالجنزاياكي مستشعرًا لجون أفكندي ثم عملة في إدارة لندن جونسون.	Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.	In the 1960s, he made a Genziaki sense of John Avendi and then a currency in the London Johnson administration.
بعد حدث الأربعاء، تنافس كاربانيدو في سباقين فرديين في البطولة.	بعد حدث الأربعاء، تنافس كربيند في سباقين فرديين في البطولة.	Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.	After Wednesday's event, Krpend competed in two individual championships.
ونتيجة لذلك، يدخن الفنانون لفائف القنب على خشبة المسرح، ويشجع المسرح نفسه الجمهور على مشاركتهم في ذلك.	ونتيجة لذلك، يدخّن الفنانول لفائف القمبة على خشبة المسرح، ويشجع المسرح نفسه الجمهور على مشاراقتهم في ذلك.	As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.	As a result, the artist smokes the tomb rolls on stage, and the theatre itself encourages the public to join them.
تعد الدار البيضاء من الأماكن الأقل إثارة للتسوق في كل أنحاء المغرب.	تعدد ضرط بيضاء من الأماكن الأقل لإصال التسوق في كل إنحاء المغرب.	Casablanca is one of the least interesting places to shop in all of Morocco.	A number of white farts from fewer shopping places all over Morocco.
وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة.	وقال مكتب المحافظ أن 19 من المصابين كانوا من ضباط الشرطة.	The governor's office said nineteen of the injured were police officers.	The Governor &apos; s Office said that 19 of the injured were police officers.
سوف تتفاعل الرطوبة الموجودة على يديك مع الطبقات الخارجية، مما يعطيك شعوراً غريباً ويكوّن نوعاً من الغطاء.	توفى تتفاعل الرتوبة الموجودة على يديك مع الطبقات الخارجية مما يُعطيك شعورًا غريبًا ويكون نوعًا من الغطاء.	The moisture on your hands will react with the outer layers, which will feel funny and form a sort of shell.	He died of the tiara on your hands interacting with the outer layers, giving you a strange feeling and being some kind of cover.
وفي ستينيات القرن الماضي، عمل بريجنسكي مستشارًا لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.	وفستينات القانة الماضية عمل برجانسكي مستشعرًا لجون أفكندي ثم عمل في إدارة ليندون جانسون.	Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.	And the last one's victories worked as a Burgansky sensor for John Avendi and then at the Lyndon Janson administration.
السبائك هي بشكل أساسي خليط من اثنين أو أكثر من المعادن. لا تنسَ أن هناك العديد من العناصر في الجدول الدوري.	السبائك هي بشكل أسي خليط من إثنين أو أقصى من المعادن. لا تنس أن هناك العديد من العناصر في الجدول الدوفي.	Alloys are basically a mixture of two or more metals. Don't forget that there are many elements on the periodic table.	The alloy is tragically a mixture of two or more metals. Don't forget that there are many elements in the dolphin table.
